,Store,Date,Weekly_Sales,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday,Type,Size
28,1,2010-08-20,1513080.49,86.65,2.664,211.6033633,7.787000000000001,False,A,151315
29,1,2010-08-27,1449142.9200000004,85.22,2.619,211.5673056,7.787000000000001,False,A,151315
30,1,2010-09-03,1540163.53,81.21,2.577,211.53124790000004,7.787000000000001,False,A,151315
31,1,2010-09-10,1507460.6900000004,78.69,2.565,211.4951902,7.787000000000001,True,A,151315
32,1,2010-09-17,1430378.67,82.11,2.582,211.5224596,7.787000000000001,False,A,151315
33,1,2010-09-24,1351791.03,80.94,2.624,211.5972246,7.787000000000001,False,A,151315
34,1,2010-10-01,1453329.4999999998,71.89,2.603,211.6719895,7.837999999999999,False,A,151315
35,1,2010-10-08,1508239.93,63.93,2.633,211.7467544,7.837999999999999,False,A,151315
36,1,2010-10-15,1459409.0999999996,67.18,2.72,211.8137436,7.837999999999999,False,A,151315
37,1,2010-10-22,1345454.0,69.86,2.725,211.8612937,7.837999999999999,False,A,151315
38,1,2010-10-29,1384209.2200000002,69.64,2.716,211.9088438,7.837999999999999,False,A,151315
39,1,2010-11-05,1551659.279999999,58.74,2.689,211.9563939,7.837999999999999,False,A,151315
40,1,2010-11-12,1494479.4899999998,59.61,2.728,212.003944,7.837999999999999,False,A,151315
41,1,2010-11-19,1483784.1800000006,51.41,2.7710000000000004,211.8896737,7.837999999999999,False,A,151315
42,1,2010-11-26,1955624.11,64.52,2.735,211.7484333,7.837999999999999,True,A,151315
43,1,2010-12-03,1548033.779999999,49.27,2.708,211.607193,7.837999999999999,False,A,151315
44,1,2010-12-10,1682614.26,46.33,2.843,211.4659526,7.837999999999999,False,A,151315
45,1,2010-12-17,1891034.929999999,49.84,2.869,211.4053124,7.837999999999999,False,A,151315
46,1,2010-12-24,2387950.2,52.33,2.886,211.4051222,7.837999999999999,False,A,151315
47,1,2010-12-31,1367320.0099999998,48.43,2.943,211.4049321,7.837999999999999,True,A,151315
48,1,2011-01-07,1444732.2799999998,48.27,2.9760000000000004,211.40474190000003,7.742000000000001,False,A,151315
49,1,2011-01-14,1391013.9599999995,35.4,2.983,211.4574109,7.742000000000001,False,A,151315
50,1,2011-01-21,1327405.4200000002,44.04,3.016,211.82723430000004,7.742000000000001,False,A,151315
51,1,2011-01-28,1316899.31,43.83,3.01,212.1970577,7.742000000000001,False,A,151315
52,1,2011-02-04,1606629.5799999996,42.27,2.989,212.5668812,7.742000000000001,False,A,151315
53,1,2011-02-11,1649614.9300000004,36.39,3.022,212.9367046,7.742000000000001,True,A,151315
54,1,2011-02-18,1686842.7799999998,57.36,3.045,213.2478853,7.742000000000001,False,A,151315
55,1,2011-02-25,1456800.2799999998,62.9,3.065,213.535609,7.742000000000001,False,A,151315
56,1,2011-03-04,1636263.41,59.58,3.2880000000000003,213.8233327,7.742000000000001,False,A,151315
57,1,2011-03-11,1553191.63,53.56,3.459,214.1110564,7.742000000000001,False,A,151315
58,1,2011-03-18,1576818.0599999996,62.76,3.488,214.3627114,7.742000000000001,False,A,151315
59,1,2011-03-25,1541102.38,69.97,3.4730000000000003,214.5999389,7.742000000000001,False,A,151315
60,1,2011-04-01,1495064.75,59.17,3.524,214.8371664,7.682,False,A,151315
61,1,2011-04-08,1614259.3500000006,67.84,3.622,215.0743939,7.682,False,A,151315
62,1,2011-04-15,1559888.9999999998,71.27,3.743,215.2918561,7.682,False,A,151315
63,1,2011-04-22,1564819.81,72.99,3.807,215.45990530000003,7.682,False,A,151315
64,1,2011-04-29,1455090.6899999997,72.03,3.81,215.6279544,7.682,False,A,151315
65,1,2011-05-06,1629391.2800000003,64.61,3.906,215.7960035,7.682,False,A,151315
66,1,2011-05-13,1604775.58,75.64,3.899,215.9640526,7.682,False,A,151315
67,1,2011-05-20,1428218.2699999998,67.63,3.907,215.7339202,7.682,False,A,151315
68,1,2011-05-27,1466046.6699999997,77.72,3.786,215.5037878,7.682,False,A,151315
69,1,2011-06-03,1635078.4100000004,83.0,3.699,215.27365530000003,7.682,False,A,151315
70,1,2011-06-10,1588948.3199999996,83.13,3.648,215.04352290000003,7.682,False,A,151315
71,1,2011-06-17,1532114.8599999996,86.41,3.637,214.9980596,7.682,False,A,151315
72,1,2011-06-24,1438830.15,83.58,3.594,215.0910982,7.682,False,A,151315
73,1,2011-07-01,1488538.09,85.55,3.524,215.18413680000003,7.9620000000000015,False,A,151315
74,1,2011-07-08,1534849.6400000004,85.83,3.48,215.27717540000003,7.9620000000000015,False,A,151315
75,1,2011-07-15,1455119.97,88.54,3.575,215.3611087,7.9620000000000015,False,A,151315
76,1,2011-07-22,1396926.8200000005,85.77,3.651,215.4222784,7.9620000000000015,False,A,151315
77,1,2011-07-29,1352219.7899999998,86.83,3.682,215.4834482,7.9620000000000015,False,A,151315
78,1,2011-08-05,1624383.75,91.65,3.684,215.544618,7.9620000000000015,False,A,151315
79,1,2011-08-12,1525147.09,90.76,3.638,215.6057878,7.9620000000000015,False,A,151315
80,1,2011-08-19,1530761.43,89.94,3.554,215.6693107,7.9620000000000015,False,A,151315
81,1,2011-08-26,1464693.4599999997,87.96,3.523,215.7332258,7.9620000000000015,False,A,151315
82,1,2011-09-02,1550229.2200000002,87.83,3.533,215.7971409,7.9620000000000015,False,A,151315
83,1,2011-09-09,1540471.2400000002,76.0,3.5460000000000003,215.861056,7.9620000000000015,True,A,151315
84,1,2011-09-16,1514259.7799999998,79.94,3.526,216.0410526,7.9620000000000015,False,A,151315
85,1,2011-09-23,1380020.2699999998,75.8,3.467,216.3758246,7.9620000000000015,False,A,151315
86,1,2011-09-30,1394561.83,79.69,3.355,216.7105965,7.9620000000000015,False,A,151315
87,1,2011-10-07,1630989.949999999,69.31,3.285,217.0453684,7.866,False,A,151315
88,1,2011-10-14,1493525.9300000004,71.74,3.274,217.3552733,7.866,False,A,151315
89,1,2011-10-21,1502562.7800000003,63.71,3.353,217.5159762,7.866,False,A,151315
90,1,2011-10-28,1445249.09,66.57,3.372,217.6766791,7.866,False,A,151315
91,1,2011-11-04,1697229.5799999994,54.98,3.332,217.837382,7.866,False,A,151315
92,1,2011-11-11,1594938.89,59.11,3.297,217.9980849,7.866,False,A,151315
93,1,2011-11-18,1539483.7000000004,62.25,3.3080000000000003,218.2205088,7.866,False,A,151315
94,1,2011-11-25,2033320.66,60.14,3.236,218.4676211,7.866,True,A,151315
95,1,2011-12-02,1584083.95,48.91,3.172,218.7147333,7.866,False,A,151315
96,1,2011-12-09,1799682.38,43.93,3.158,218.9618456,7.866,False,A,151315
97,1,2011-12-16,1881176.67,51.63,3.159,219.17945330000003,7.866,False,A,151315
98,1,2011-12-23,2270188.99,47.96,3.112,219.3577216,7.866,False,A,151315
99,1,2011-12-30,1497462.7199999997,44.55,3.129,219.5359898,7.866,True,A,151315
100,1,2012-01-06,1550369.9199999997,49.01,3.157,219.7142581,7.348,False,A,151315
101,1,2012-01-13,1459601.1700000004,48.53,3.261,219.8925263,7.348,False,A,151315
102,1,2012-01-20,1394393.84,54.11,3.268,219.9856893,7.348,False,A,151315
103,1,2012-01-27,1319325.59,54.26,3.29,220.0788523,7.348,False,A,151315
104,1,2012-02-03,1636339.65,56.55,3.36,220.1720153,7.348,False,A,151315
105,1,2012-02-10,1802477.4300000004,48.02,3.409,220.26517830000003,7.348,True,A,151315
106,1,2012-02-17,1819869.9999999998,45.32,3.51,220.4257586,7.348,False,A,151315
107,1,2012-02-24,1539387.8300000003,57.25,3.555,220.636902,7.348,False,A,151315
108,1,2012-03-02,1688420.7599999998,60.96,3.63,220.8480454,7.348,False,A,151315
109,1,2012-03-09,1675431.1599999997,58.76,3.669,221.0591887,7.348,False,A,151315
110,1,2012-03-16,1677472.78,64.74,3.734,221.2118132,7.348,False,A,151315
111,1,2012-03-23,1511068.0699999996,65.93,3.787,221.2864126,7.348,False,A,151315
112,1,2012-03-30,1649604.63,67.61,3.845,221.3610119,7.348,False,A,151315
113,1,2012-04-06,1899676.88,70.43,3.891,221.4356112,7.143,False,A,151315
114,1,2012-04-13,1621031.7,69.07,3.891,221.5102105,7.143,False,A,151315
115,1,2012-04-20,1521577.87,66.76,3.877,221.5640737,7.143,False,A,151315
116,1,2012-04-27,1468928.3699999994,67.23,3.814,221.6179368,7.143,False,A,151315
117,1,2012-05-04,1684519.99,75.55,3.749,221.6718,7.143,False,A,151315
118,1,2012-05-11,1611096.05,73.77,3.688,221.7256632,7.143,False,A,151315
119,1,2012-05-18,1595901.8699999996,70.33,3.63,221.742674,7.143,False,A,151315
120,1,2012-05-25,1555444.5500000003,77.22,3.5610000000000004,221.744944,7.143,False,A,151315
121,1,2012-06-01,1624477.5800000003,77.95,3.5010000000000003,221.7472139,7.143,False,A,151315
122,1,2012-06-08,1697230.9600000004,78.3,3.452,221.7494839,7.143,False,A,151315
123,1,2012-06-15,1630606.9999999998,79.35,3.393,221.7626421,7.143,False,A,151315
124,1,2012-06-22,1527845.81,78.39,3.346,221.8030211,7.143,False,A,151315
125,1,2012-06-29,1540421.4900000002,84.88,3.286,221.8434,7.143,False,A,151315
126,1,2012-07-06,1769854.16,81.57,3.227,221.8837789,6.908,False,A,151315
127,1,2012-07-13,1527014.04,77.12,3.256,221.9241579,6.908,False,A,151315
128,1,2012-07-20,1497954.7600000002,80.42,3.3110000000000004,221.9327267,6.908,False,A,151315
129,1,2012-07-27,1439123.7100000004,82.66,3.407,221.9412954,6.908,False,A,151315
130,1,2012-08-03,1631135.7899999996,86.11,3.417,221.9498642,6.908,False,A,151315
131,1,2012-08-10,1592409.97,85.05,3.494,221.9584329,6.908,False,A,151315
132,1,2012-08-17,1597868.0500000003,84.85,3.571,222.03841090000003,6.908,False,A,151315
133,1,2012-08-24,1494122.3800000004,77.66,3.62,222.1719457,6.908,False,A,151315
134,1,2012-08-31,1582083.4,80.49,3.638,222.3054805,6.908,False,A,151315
135,1,2012-09-07,1661767.3299999996,83.96,3.73,222.4390153,6.908,True,A,151315
136,1,2012-09-14,1517428.87,74.97,3.717,222.5820193,6.908,False,A,151315
137,1,2012-09-21,1506126.06,69.87,3.721,222.7818386,6.908,False,A,151315
138,1,2012-09-28,1437059.2600000002,76.08,3.666,222.9816579,6.908,False,A,151315
139,1,2012-10-05,1670785.9699999997,68.55,3.617,223.1814772,6.573,False,A,151315
140,1,2012-10-12,1573072.8099999996,62.99,3.6010000000000004,223.3812965,6.573,False,A,151315
141,1,2012-10-19,1508068.7700000003,67.97,3.594,223.4257233,6.573,False,A,151315
142,1,2012-10-26,1493659.7399999998,69.16,3.506,223.4442513,6.573,False,A,151315
143,2,2010-02-05,2136989.46,40.19,2.572,210.75260530000003,8.324,False,A,202307
144,2,2010-02-12,2137809.499999999,38.49,2.548,210.8979935,8.324,True,A,202307
145,2,2010-02-19,2124451.5400000005,39.69,2.514,210.9451605,8.324,False,A,202307
146,2,2010-02-26,1865097.27,46.1,2.5610000000000004,210.97595730000003,8.324,False,A,202307
147,2,2010-03-05,1991013.13,47.17,2.625,211.0067542,8.324,False,A,202307
148,2,2010-03-12,1990483.78,57.56,2.667,211.037551,8.324,False,A,202307
149,2,2010-03-19,1946070.880000001,54.52,2.72,210.8733316,8.324,False,A,202307
150,2,2010-03-26,1750197.81,51.26,2.732,210.6766095,8.324,False,A,202307
151,2,2010-04-02,2066187.7199999997,63.27,2.719,210.4798874,8.2,False,A,202307
152,2,2010-04-09,1954689.21,65.41,2.77,210.2831653,8.2,False,A,202307
153,2,2010-04-16,1874957.94,68.07,2.8080000000000003,210.1495463,8.2,False,A,202307
154,2,2010-04-23,1821990.93,65.11,2.795,210.1000648,8.2,False,A,202307
155,2,2010-04-30,1802450.29,66.98,2.78,210.0505833,8.2,False,A,202307
156,2,2010-05-07,2042581.71,71.28,2.835,210.0011018,8.2,False,A,202307
157,2,2010-05-14,1880752.36,73.31,2.854,209.9984585,8.2,False,A,202307
158,2,2010-05-21,1896937.0999999996,74.83,2.826,210.2768443,8.2,False,A,202307
159,2,2010-05-28,1957113.89,81.13,2.759,210.5552301,8.2,False,A,202307
160,2,2010-06-04,2102539.93,81.81,2.705,210.833616,8.2,False,A,202307
161,2,2010-06-11,2025538.76,83.4,2.668,211.1120018,8.2,False,A,202307
162,2,2010-06-18,2001636.96,85.81,2.637,211.1096543,8.2,False,A,202307
163,2,2010-06-25,1939927.09,86.26,2.653,210.9950134,8.2,False,A,202307
164,2,2010-07-02,2003940.6400000008,82.74,2.669,210.8803726,8.099,False,A,202307
165,2,2010-07-09,1880902.6199999996,82.59,2.642,210.7657317,8.099,False,A,202307
166,2,2010-07-16,1845879.7900000003,85.32,2.623,210.7577954,8.099,False,A,202307
167,2,2010-07-23,1781717.7100000004,87.66,2.608,210.8921319,8.099,False,A,202307
168,2,2010-07-30,1804246.1600000004,83.49,2.64,211.0264684,8.099,False,A,202307
169,2,2010-08-06,1991909.9799999997,89.53,2.627,211.1608049,8.099,False,A,202307
170,2,2010-08-13,1895601.05,89.05,2.692,211.2951413,8.099,False,A,202307
171,2,2010-08-20,1964335.23,88.7,2.664,211.2596586,8.099,False,A,202307
172,2,2010-08-27,1863840.4900000002,87.12,2.619,211.2241759,8.099,False,A,202307
173,2,2010-09-03,1904608.09,81.83,2.577,211.1886931,8.099,False,A,202307
174,2,2010-09-10,1839128.83,79.09,2.565,211.15321040000003,8.099,True,A,202307
175,2,2010-09-17,1793903.6,82.05,2.582,211.1806415,8.099,False,A,202307
176,2,2010-09-24,1724557.2200000002,81.79,2.624,211.2552578,8.099,False,A,202307
177,2,2010-10-01,1827440.4299999997,69.24,2.603,211.3298742,8.163,False,A,202307
178,2,2010-10-08,1849921.44,63.19,2.633,211.4044906,8.163,False,A,202307
179,2,2010-10-15,1794355.4899999998,65.8,2.72,211.4713286,8.163,False,A,202307
180,2,2010-10-22,1737947.6399999997,68.5,2.725,211.5187208,8.163,False,A,202307
181,2,2010-10-29,1802755.11,66.24,2.716,211.5661131,8.163,False,A,202307
182,2,2010-11-05,1939061.41,57.85,2.689,211.61350530000004,8.163,False,A,202307
183,2,2010-11-12,1916812.74,59.69,2.728,211.6608975,8.163,False,A,202307
184,2,2010-11-19,1956739.1700000004,50.81,2.7710000000000004,211.5470304,8.163,False,A,202307
185,2,2010-11-26,2658725.29,62.98,2.735,211.4062867,8.163,True,A,202307
186,2,2010-12-03,2015781.27,49.33,2.708,211.265543,8.163,False,A,202307
187,2,2010-12-10,2378726.55,45.5,2.843,211.12479930000003,8.163,False,A,202307
188,2,2010-12-17,2609166.75,47.55,2.869,211.0645458,8.163,False,A,202307
189,2,2010-12-24,3436007.68,49.97,2.886,211.0646599,8.163,False,A,202307
190,2,2010-12-31,1750434.5499999996,47.3,2.943,211.06477400000003,8.163,True,A,202307
191,2,2011-01-07,1758050.7899999996,44.69,2.9760000000000004,211.0648881,8.027999999999999,False,A,202307
192,2,2011-01-14,1744193.5799999996,33.02,2.983,211.1176713,8.027999999999999,False,A,202307
193,2,2011-01-21,1751384.9,41.4,3.016,211.4864691,8.027999999999999,False,A,202307
194,2,2011-01-28,1695371.6800000004,42.83,3.01,211.8552668,8.027999999999999,False,A,202307
195,2,2011-02-04,1929346.23,38.25,2.989,212.2240646,8.027999999999999,False,A,202307
196,2,2011-02-11,2168041.61,33.19,3.022,212.5928624,8.027999999999999,True,A,202307
197,2,2011-02-18,2080884.82,57.83,3.045,212.90331150000003,8.027999999999999,False,A,202307
198,2,2011-02-25,1833511.08,60.8,3.065,213.190421,8.027999999999999,False,A,202307
199,2,2011-03-04,1981607.7800000003,57.77,3.2880000000000003,213.47753050000003,8.027999999999999,False,A,202307
200,2,2011-03-11,1879107.3100000003,52.7,3.459,213.7646401,8.027999999999999,False,A,202307
201,2,2011-03-18,1902557.66,62.32,3.488,214.0156238,8.027999999999999,False,A,202307
202,2,2011-03-25,1766162.0499999996,69.42,3.4730000000000003,214.2521573,8.027999999999999,False,A,202307
203,2,2011-04-01,1800171.36,55.43,3.524,214.48869080000003,7.931,False,A,202307
204,2,2011-04-08,1847552.61,67.0,3.622,214.7252242,7.931,False,A,202307
205,2,2011-04-15,1856467.84,69.48,3.743,214.9420631,7.931,False,A,202307
206,2,2011-04-22,1886339.6,69.39,3.807,215.1096657,7.931,False,A,202307
207,2,2011-04-29,1745545.28,69.21,3.81,215.27726830000003,7.931,False,A,202307
208,2,2011-05-06,1837743.600000001,61.48,3.906,215.44487090000004,7.931,False,A,202307
209,2,2011-05-13,1838513.07,74.61,3.899,215.6124735,7.931,False,A,202307
210,2,2011-05-20,1688281.86,67.14,3.907,215.3834778,7.931,False,A,202307
211,2,2011-05-27,1797732.5599999996,76.42,3.786,215.1544822,7.931,False,A,202307
212,2,2011-06-03,1933756.2100000004,83.07,3.699,214.92548650000003,7.931,False,A,202307
213,2,2011-06-10,1929153.16,83.4,3.648,214.6964908,7.931,False,A,202307
214,2,2011-06-17,1953771.9899999998,86.53,3.637,214.6513538,7.931,False,A,202307
215,2,2011-06-24,1790925.8000000003,85.17,3.594,214.7441108,7.931,False,A,202307
216,2,2011-07-01,1866243.0,85.69,3.524,214.8368678,7.852,False,A,202307
217,2,2011-07-08,1853161.99,87.7,3.48,214.9296249,7.852,False,A,202307
218,2,2011-07-15,1785187.2900000003,89.83,3.575,215.0134426,7.852,False,A,202307
219,2,2011-07-22,1743816.41,89.34,3.651,215.0749122,7.852,False,A,202307
220,2,2011-07-29,1680693.0600000003,90.07,3.682,215.1363819,7.852,False,A,202307
221,2,2011-08-05,1876704.2600000002,93.34,3.684,215.1978515,7.852,False,A,202307
222,2,2011-08-12,1812768.2600000002,91.58,3.638,215.2593211,7.852,False,A,202307
223,2,2011-08-19,1844094.5899999996,89.86,3.554,215.3229307,7.852,False,A,202307
224,2,2011-08-26,1821139.91,90.45,3.523,215.38689700000003,7.852,False,A,202307
225,2,2011-09-02,1809119.7,89.64,3.533,215.4508632,7.852,False,A,202307
226,2,2011-09-09,1748000.65,77.97,3.5460000000000003,215.5148295,7.852,True,A,202307
227,2,2011-09-16,1691439.5200000003,78.85,3.526,215.6944378,7.852,False,A,202307
228,2,2011-09-23,1669299.78,75.58,3.467,216.0282356,7.852,False,A,202307
229,2,2011-09-30,1650394.4400000004,78.14,3.355,216.3620333,7.852,False,A,202307
230,2,2011-10-07,1837553.43,69.92,3.285,216.6958311,7.441,False,A,202307
231,2,2011-10-14,1743882.19,71.67,3.274,217.0048261,7.441,False,A,202307
232,2,2011-10-21,1834680.25,64.53,3.353,217.1650042,7.441,False,A,202307
233,2,2011-10-28,1769296.2500000002,65.87,3.372,217.3251824,7.441,False,A,202307
234,2,2011-11-04,1959707.9000000008,55.53,3.332,217.4853605,7.441,False,A,202307
235,2,2011-11-11,1920725.149999999,59.33,3.297,217.6455387,7.441,False,A,202307
236,2,2011-11-18,1902762.5,62.01,3.3080000000000003,217.86702180000003,7.441,False,A,202307
237,2,2011-11-25,2614202.3000000003,56.36,3.236,218.1130269,7.441,True,A,202307
238,2,2011-12-02,1954952.0,48.74,3.172,218.3590319,7.441,False,A,202307
239,2,2011-12-09,2290549.3200000003,41.76,3.158,218.605037,7.441,False,A,202307
240,2,2011-12-16,2432736.5200000005,50.13,3.159,218.82179280000003,7.441,False,A,202307
241,2,2011-12-23,3224369.8000000007,46.66,3.112,218.9995495,7.441,False,A,202307
242,2,2011-12-30,1874226.52,44.57,3.129,219.1773063,7.441,True,A,202307
243,2,2012-01-06,1799520.14,46.75,3.157,219.355063,7.057,False,A,202307
244,2,2012-01-13,1744725.4800000002,45.99,3.261,219.53281980000003,7.057,False,A,202307
245,2,2012-01-20,1711769.11,51.7,3.268,219.6258417,7.057,False,A,202307
246,2,2012-01-27,1660906.14,50.5,3.29,219.7188636,7.057,False,A,202307
247,2,2012-02-03,1935299.94,55.21,3.36,219.8118854,7.057,False,A,202307
248,2,2012-02-10,2103322.68,46.98,3.409,219.9049073,7.057,True,A,202307
249,2,2012-02-17,2196688.4599999995,43.82,3.51,220.0651993,7.057,False,A,202307
250,2,2012-02-24,1861802.7000000004,54.63,3.555,220.275944,7.057,False,A,202307
251,2,2012-03-02,1952555.66,58.79,3.63,220.4866886,7.057,False,A,202307
252,2,2012-03-09,1937628.26,57.11,3.669,220.6974332,7.057,False,A,202307
253,2,2012-03-16,1976082.13,63.68,3.734,220.8498468,7.057,False,A,202307
254,2,2012-03-23,1790439.16,64.01,3.787,220.9244858,7.057,False,A,202307
255,2,2012-03-30,1857480.84,66.83,3.845,220.9991248,7.057,False,A,202307
256,2,2012-04-06,2129035.91,68.43,3.891,221.0737638,6.891,False,A,202307
257,2,2012-04-13,1935869.1,68.08,3.891,221.1484028,6.891,False,A,202307
258,2,2012-04-20,1847344.45,65.69,3.877,221.2021074,6.891,False,A,202307
259,2,2012-04-27,1764133.0899999996,67.2,3.814,221.255812,6.891,False,A,202307
260,2,2012-05-04,1923957.0900000003,76.73,3.749,221.3095166,6.891,False,A,202307
261,2,2012-05-11,1917520.99,73.87,3.688,221.3632212,6.891,False,A,202307
262,2,2012-05-18,2000940.6699999997,71.27,3.63,221.380331,6.891,False,A,202307
263,2,2012-05-25,1912791.09,78.19,3.5610000000000004,221.3828029,6.891,False,A,202307
264,2,2012-06-01,1910092.3700000003,78.38,3.5010000000000003,221.3852748,6.891,False,A,202307
265,2,2012-06-08,2010216.49,78.69,3.452,221.3877467,6.891,False,A,202307
266,2,2012-06-15,1962924.3,80.56,3.393,221.4009901,6.891,False,A,202307
267,2,2012-06-22,1887733.2099999997,81.04,3.346,221.4411622,6.891,False,A,202307
268,2,2012-06-29,1881046.120000001,86.32,3.286,221.48133430000004,6.891,False,A,202307
269,2,2012-07-06,2041507.4000000004,84.2,3.227,221.5215064,6.565,False,A,202307
270,2,2012-07-13,1830075.13,80.17,3.256,221.5616784,6.565,False,A,202307
271,2,2012-07-20,1819666.46,83.23,3.3110000000000004,221.5701123,6.565,False,A,202307
272,2,2012-07-27,1757923.88,86.37,3.407,221.5785461,6.565,False,A,202307
273,2,2012-08-03,1946104.6400000008,90.22,3.417,221.5869799,6.565,False,A,202307
274,2,2012-08-10,1866719.96,88.55,3.494,221.5954138,6.565,False,A,202307
275,2,2012-08-17,1928016.0100000002,84.79,3.571,221.6751459,6.565,False,A,202307
276,2,2012-08-24,1876788.15,76.91,3.62,221.80835180000003,6.565,False,A,202307
277,2,2012-08-31,1947083.3000000003,82.64,3.638,221.9415576,6.565,False,A,202307
278,2,2012-09-07,1898777.07,87.65,3.73,222.0747635,6.565,True,A,202307
279,2,2012-09-14,1814806.63,75.88,3.717,222.2174395,6.565,False,A,202307
280,2,2012-09-21,1829415.6700000009,71.09,3.721,222.4169362,6.565,False,A,202307
281,2,2012-09-28,1746470.5600000003,79.45,3.666,222.6164329,6.565,False,A,202307
282,2,2012-10-05,1998321.0400000003,70.27,3.617,222.8159296,6.17,False,A,202307
283,2,2012-10-12,1900745.13,60.97,3.6010000000000004,223.01542630000003,6.17,False,A,202307
284,2,2012-10-19,1847990.4100000008,68.08,3.594,223.0598077,6.17,False,A,202307
285,2,2012-10-26,1834458.35,69.79,3.506,223.0783366,6.17,False,A,202307
286,3,2010-02-05,461622.22,45.71,2.572,214.4248812,7.3679999999999986,False,B,37392
287,3,2010-02-12,420728.96,47.93,2.548,214.5747916,7.3679999999999986,True,B,37392
288,3,2010-02-19,421642.18999999994,47.07,2.514,214.6198868,7.3679999999999986,False,B,37392
289,3,2010-02-26,407204.86,52.05,2.5610000000000004,214.6475127,7.3679999999999986,False,B,37392
290,3,2010-03-05,415202.04,53.04,2.625,214.6751386,7.3679999999999986,False,B,37392
291,3,2010-03-12,384200.69000000006,63.08,2.667,214.7027646,7.3679999999999986,False,B,37392
292,3,2010-03-19,375328.59,60.42,2.72,214.5301219,7.3679999999999986,False,B,37392
293,3,2010-03-26,359949.27,57.06,2.732,214.3241011,7.3679999999999986,False,B,37392
294,3,2010-04-02,423294.3999999998,65.56,2.719,214.11808030000003,7.343,False,B,37392
295,3,2010-04-09,415870.28,68.0,2.77,213.91205950000003,7.343,False,B,37392
296,3,2010-04-16,354993.2599999999,66.98,2.8080000000000003,213.7726889,7.343,False,B,37392
297,3,2010-04-23,339976.65000000014,67.87,2.795,213.7221852,7.343,False,B,37392
298,3,2010-04-30,361248.38999999984,70.24,2.78,213.6716815,7.343,False,B,37392
299,3,2010-05-07,399323.8600000002,73.47,2.835,213.6211778,7.343,False,B,37392
300,3,2010-05-14,384357.94000000006,77.18,2.854,213.6196139,7.343,False,B,37392
301,3,2010-05-21,343763.1700000001,75.81,2.826,213.9116886,7.343,False,B,37392
302,3,2010-05-28,350089.22999999986,78.6,2.759,214.2037634,7.343,False,B,37392
303,3,2010-06-04,396968.79999999993,78.53,2.705,214.4958382,7.343,False,B,37392
304,3,2010-06-11,355017.08999999985,82.1,2.668,214.787913,7.343,False,B,37392
305,3,2010-06-18,364076.85,83.52,2.637,214.7858259,7.343,False,B,37392
306,3,2010-06-25,357346.4800000001,83.79,2.653,214.6660741,7.343,False,B,37392
307,3,2010-07-02,381151.72000000015,82.2,2.669,214.5463222,7.346,False,B,37392
